CTRL,Bauer et al (pg.),Schneider; Ur III,Rosengarten,LAK,REC,OBO,Labat,Borger (MesZL),unicode,OB Signs,Sign var. (?),OGSL,SIGN NAME,ED III Sumerian (Oracc),ED III Sumerian (Oracc)_att,Lagaš II Sumerian (Oracc),Lagaš II Sumerian (Oracc)_att,Ur III,OB Sumerian,Basic Meaning,Other,Akkadian word equivalent,Uruk,Pre-Sargonic,Ebla,Ebla Meaning,OAkk,OB,OA,OA Meaning,Amarna,MA (Oracc),MA (Oracc)_att,MB (Oracc),MB (Oracc)_att,Nuzi,NA,NA (Oracc),NA (Oracc)_att,NB (Oracc),NB (Oracc)_att,LB (Oracc),LB (Oracc)_att
,,,,,,232,377,591,,𒇺, 𒇺,LIŠ,LIŠ,,,,,,dili2; dilim2,,,,,,,,,,,,,liš,liš (6),,,,,lih₄; lis; liš; liz; LIŠ,liš (626); lis (30); LIŠ (4); liz (2); lih₄ (1),lis; liš,liš (200); lis (3),liš,liš (3)
,,,,,,416,537,812,,𒇻, 𒁳,LU,LU,lu; udu; LU,lu (26); LU (21); udu (20),lu; udu,lu (15); udu (10),,lu; lug; udu; dib-; (luk),to multiply; to be abundant; (udu): sheep,,,,,,,,, lu; UDU - emmerum,sheep,,lu; LU,lu (23); LU (1),lu; LU,lu (1201); LU (4),,,lu; LU,lu (7144); LU (6),lu,lu (2657),lu; LU,lu (926); LU (2)
,,,,,,253,330,514,,𒇽, 𒇽,LU₂,LU2,lu₂; LU₂,lu₂ (195); LU₂ (7),lu₂,lu₂ (97),,lu2; ad6-; du14-; heš5-; šaĝa-; še29-,man; someone; gentleman,,,,,,,,, lu2 (rare); LU2 - awīlum,(gentle)man,,,,lu₂; LU₂,LU₂ (401); lu₂ (1),,,lu₂; LU₂,LU₂ (467); lu₂ (6),LU₂,LU₂ (79),lu₂; LU₂,LU₂ (86); lu₂ (1)
,,,,,,256,330.6,517,,𒇿, 𒇿,|LU₂×BAD|,LU2×BAD,ad₆,ad₆ (1),,,,ad6 [adda]; [adx],corpse,,pagru; šalamtu,,,,,,,,,,,,adda,adda (2),,,,,,,,
,,,,,,258,330.7,521,,𒈂, 𒈂,|LU₂×GAN₂@t|,LU2×KAR2,heš₅,heš₅ (2),,,,heš5; šaĝa; še29; (adx? k),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,257,330.71,522,,𒈌, 𒈌,|LU₂×NE|,LU2×NE,,,,,,du14,quarrel,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,259,330.73,514,,𒈀, 𒈐,,LU2×ŠE3k,,,,,,(hešx/šex),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,221.1,151,266,,𒈗, 𒈗,LUGAL,LUGAL,lugal,lugal (48),lugal,lugal (112),,illan; lugal; (šar3 k),king; owner,,,,,,,,, LUGAL - šarrum,king,,LUGAL,LUGAL (3),lugal; šar₃; šarru; LUGAL,LUGAL (2257); lugal (2); šar₃ (2); šarru (2),,,haniš₂; lugal; šar₃; LUGAL,LUGAL (8326); šar₃ (11); lugal (5); haniš₂ (1),LUGAL,LUGAL (3456),LUGAL,LUGAL (808)
,,,,,,196,321,494,,𒈛, 𒈛,LUH,LUH,luh; sukkal; LUH,sukkal (28); luh (3); LUH (3),luh; sukkal,luh (8); sukkal (4),,huluh; luh; sugal7 [sukkal],to wash (sukkal): representative; envoy,,,,,sukkal,,,,SUKKAL ,,,rah,rah (2),luh; sukkal,luh (9); sukkal (2),,,lah₃; lih₃; luh; rah; rih; LUH,lah₃ (107); luh (77); LUH (58); rah (8); lih₃ (5); rih (1),lah₃; lih₃; luh; rah; LUH,lah₃ (38); LUH (16); luh (15); lih₃ (2); rah (1),lah₃; luh; LUH,lah₃ (29); luh (7); LUH (1)
,,,,,,296,355,570,,𒈜, 𒈜,LUL,LUL,lib; lu₅; lub; lul; nar; LUL,nar (19); lul (14); LUL (12); lib (8); lub (4); lu₅ (3),lu₅,lu₅ (3),,ka5; lib; lu5; lub; lul; nar; pah,liar; (ka5): fox; (nar): musician; singer,,,,,,,,,,,,lul,lul (1),lib,lib (2),,,leb; lep; lib; lip; lu₅; lub; lul; lup; nar; pah; LUL,lip (366); lib (150); lul (109); nar (70); pah (24); lub (11); LUL (7); lep (7); lu₅ (7); leb (2); lup (2),bah₃; lib; lip; lub; lul; lup; nar; pah; LUL,lul (109); lip (38); lib (12); nar (10); pah (9); LUL (1); lup (1); lub (1); bah₃ (1),lib; lul; nar; pah,lib (55); lul (20); nar (1); pah (1)
,,,,,,248,565,900,,𒈝,𒈱,LUM,LUM (MURGU2/MURGU2),gum₂; guz; lum; num₂; LUM,lum (19); LUM (7); guz (4); gum₂ (1); num₂ (1),lum; num₂,lum (9); num₂ (3),,gum2; guz; hum; lum; (gamx k); (gun5 k),,,,,,,,,, lum (rare; lum2 preferred),,,,,lu₄; lum; num₂,lum (101); lu₄ (11); num₂ (2),,,gum₂; hum; kuṣ₂; lu₄; lum; num₂; LUM,lum (560); lu₄ (167); hum (20); num₂ (4); kuṣ₂ (2); LUM (2); gum₂ (1),hum; lum; LUM,lum (164); hum (7); LUM (1),gum₂; lu₄; lum; LUM,lu₄ (21); lum (21); gum₂ (11); LUM (1)
,,,,,,166,342,552,,𒈠, 𒈠,MA,MA,ma; peš₃; MA,ma (74); MA (6); peš₃ (1),ma; peš₃,ma (90); peš₃ (4),,ma; peš3 k,,,,,,,,,, ma,,,ma,ma (111),ma; MA,ma (3641); MA (1),,,ma; MA,ma (13795); MA (180),ma; MA,ma (4320); MA (1),ma; wa₆; MA,ma (2340); MA (5); wa₆ (1)
,,,,,,50,122,201,,𒈣, 𒈣,MA₂,MA2,ma₂,ma₂ (21),ma₂,ma₂ (19),,ma2,boat,,,,,,,,,,,,,,ma₂; MA₂,MA₂ (10); ma₂ (1),,,ma₂; MA₂,MA₂ (85); ma₂ (3),MA₂,MA₂ (11),,
,,,,,,6,57,91,12224,𒈤, 𒈤,MAH,MAH,mah,mah (3),mah,mah (35),,mah,lofty; sublime; the greatest,exceeding; superior; great,,,,,,,mah,mah (rare) ,,,mah,mah (2),mah; MAH,mah (26); MAH (2),,mah,mah; MAH,mah (212); MAH (27),mah; MAH,mah (129); MAH (1),mah; MAH,mah (65); MAH (7)
,,,,,,363,471,708,1230B+1230B,𒌋𒌋, 𒌋𒌋,|U.U|,MAN,2(bur₃); 2(u); min₃,2(bur₃) (4); 2(u) (2); min₃ (1),2(u),2(u) (1),,min3; niš; (puzur2),two,,,,,,,,, MAN - puzur2; MAN ,20,,man; min₃; niš,niš (2); min₃ (1); man (1),nes; niš; niz,niš (2); niz (2); nes (1),,man; niš,mam; man; mim₃; min₃; nes; neš; nis; niš; šar₄,niš (851); man (747); min₃ (33); šar₄ (31); mam (26); neš (16); nis (9); nes (2); mim₃ (1),mam; man; mim₃; min₃; neš; niš,man (224); mam (83); niš (70); min₃ (42); mim₃ (3); neš (1),mam; man; min₃; niš,man (302); niš (28); mam (8); min₃ (1)
,,,,,,144,307,483,,𒈥, 𒈥,MAR,MAR,mar; MAR,mar (31); MAR (3),mar,mar (11),,ĝar7; mar,,,,,,,,,, mar; MAR,,,mar; MAR,mar (2); MAR (1),mar; war₂; MAR,mar (72); MAR (7); war₂ (1),,,mar; MAR,mar (873); MAR (36),mar; MAR,mar (176); MAR (11),mar,mar (549)
,,,,,29,29,74,120,12226,𒈦, 𒁇,MAŠ,MAŠ (BAN2),1/2(diš); maš; MAŠ,maš (53); 1/2(diš) (4); MAŠ (3),1/2(diš); maš,maš (6); 1/2(diš) (2),,ban2; maš; sa9,interest (of a loan),first; half,ašarēdu; šumma; mišlu,,,,,,, maš; MAŠ - mišlum; tuīmum,½; twin,,maš,maš (3),mas; maš,maš (60); mas (2),,,1/2(diš); mas; maš; maṣ; sa₉; MAŠ,maš (421); MAŠ (168); mas (28); maṣ (7); sa₉ (2); 1/2(diš) (1),mas; maš; maṣ; MAŠ,maš (88); MAŠ (26); mas (15); maṣ (1),maš; MAŠ,MAŠ (388); maš (36)
,,107,,,,31,76,130,12227,𒈧, 𒈧,MAŠ₂,MAŠ2,maš₂,maš₂ (24),maš₂,maš₂ (6),,maš2,kid,to look; tax; sacrificial animal; goat,barû; ṣibtu; urīṣu,,,,,,,,,,,,MAŠ₂,MAŠ₂ (1),,,maš₂; MAŠ₂,MAŠ₂ (23); maš₂ (3),MAŠ₂,MAŠ₂ (517),MAŠ₂,MAŠ₂ (5)
,,,,,,,295.55,,,𒉺𒁺, 𒉺𒁺,|PA.DU|,MAŠKIM3 (PA.DU),,,,,,,,,,,,,,,,MAŠKIM3 - rābiṣum,attorney,,,,,,,,,,,,,
,,,,,,392,532,753,12228,𒈨, 𒈨,ME,ME,ba₁₃; išib; me; ME,ME (126); me (112); ba₁₃ (8); išib (3),išib; me; ME,me (29); ME (3); išib (1),,ba13/tuba; isib; me; (ĝex k),ideal norm; (ĝe): to be; (isib): incantation priest,,,,,,,,, me; mi,,,me; šib; ME,me (18); ME (2); šib (1),me; mi₃; šip; ME,me (452); mi₃ (122); ME (22); šip (2),,,me; mi₃; sib; sip; šeb; šep; šib; šip; ME,me (3169); mi₃ (265); ME (262); šib (149); šip (95); sip (41); šeb (9); sib (2); šep (1),me; mi₃; sib; sip; šeb; šep; šib; šip; ME,me (422); ME (107); mi₃ (74); šip (45); šib (28); sip (21); šeb (6); sib (1); šep (1),me; mi₃; sip; šib; ME,me (104); ME (32); sip (13); šib (12); mi₃ (1)
,,,,,,53,98,129,1201E,𒀞, 𒀞,|AK×ERIN₂|,ME3 (AG×ERIM),,,me₃,me₃ (3),,me3,battle,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,102,270,427,,𒃞,𒃞,|GA₂×(ME.EN)|,MEN (ĜA2×ME+EN),men,men (5),men,men (1),,men (tan2) [dan2],crown,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,112.1,314,486,,𒈩,𒈩,MES,MES,mes; MES,mes (53); MES (7),meš₃,meš₃ (5),,mes/meš3,,,,,,,,,, KIŠIB - kunukkum,seal,,,,mes; meš₃; miš; miṣ; rit; MES,mes (4); meš₃ (4); miš (2); rit (1); MES (1); miṣ (1),,,mes; meṣ; mis; miš; red; ret; rid; rit; riṭ; MES,rit (120); mis (106); rid (46); red (35); MES (29); ret (27); miš (11); riṭ (8); mes (2); meṣ (1),mes; mis; miš; red; ret; rid; rit,rit (43); ret (6); miš (5); rid (4); mes (3); mis (1); red (1),miš; rit; MES,miš (262); rit (196); MES (4)
,,,,,,,,754,12228+1230D,𒈨𒌍,,|ME.U.U.U|,MEŠ (ME.EŠ),,,,,,meš,,,,,,,,,,,,,,,|ME.U.U.U|; eš₁₇; meš,|ME.U.U.U| (4); eš₁₇ (2); meš (1),,,mes₃; meš; miš₂,meš (178); miš₂ (9); mes₃ (1),meš,meš (57),meš; miš₂,meš (292); miš₂ (3)
,,,,,,348,427,681,,𒈪,𒈪,MI,MI,gi₆; giggi; ŋi₆; kukku₅; mi; MI,MI (22); ŋi₆ (14); kukku₅ (14); giggi (13); mi (9); gi₆ (4),ŋi₆; mi,mi (41); ŋi₆ (4),,geg2; gegge; ĝe6; kukku5; mi; (geggeg); (ĝi6); [ge6; gig2]; [ku10],(ĝi6): adj.; black; n.; night; (MI): dark,,,,,,,,, MI (or SIL2) - ṣillum,shadow; protection,,me₂; mi,mi (24); me₂ (1),me₂; mi; MI,mi (1406); me₂ (66); MI (1),,,me₂; mi; MI,mi (1299); me₂ (53); MI (50),me₂; mi; MI,mi (388); MI (68); me₂ (19),me₂; mi; ṣil₂; MI,mi (476); me₂ (30); ṣil₂ (1); MI (1)
,,,,,,465,570,825,,𒈫, 𒈫,MIN,MIN,2(diš); MIN,2(diš) (8); MIN (1),min,min (3),,min,,,,,,,,,,MIN,2,,,,min; MIN,MIN (205); min (1),,,min; MIN,MIN (426); min (88),min,min (3),MIN,MIN (642)
,,,,,,219.2,347,556.1,,𒂇, 𒂇,DUN₃@g@g,MIR,mir; niŋir; DUN₃@g@g,niŋir (17); DUN₃@g@g (7); mir (5),mir; niŋir,mir (2); niŋir (1),,mer; mir; miri; niĝir [nimgir],northwind; (nimgir): town crier; herald,,,,,,,,,,,,,,mir,mir (2),,,mer; mir,mir (241); mer (38),mer; mir,mir (68); mer (1),mer; mir,mir (12); mer (2)
,,,,,,20,61,98,1222C,𒈬, 𒈬,MU,MU,mu; muhaldim; MU,mu (58); muhaldim (11); MU (6),ŋu₁₀; mu; MU,mu (519); ŋu₁₀ (50); MU (4),,ĝu10; mehida k; mu; muhaldim k,name; line on a tablet; year,my; year; to give; cook,šumu; šattu; √ndn;,,,,,,, mu; MU - šattum,year,,mu; MU,mu (16); MU (3),mu; šum₃; wu₄; MU,mu (1147); MU (21); wu₄ (1); šum₃ (1),,,i₁₄; ia₅; mu; šum₃; MU,mu (6505); MU (486); ia₅ (41); i₁₄ (15); šum₃ (1),mu; MU,mu (1332); MU (186),mu; MU,MU (5783); mu (3689)
,,,,,,35,81,137,12137+1212D,𒄷𒄭, 𒄷𒄭,|HU.HI|,MUD (HU.HI),mud,mud (1),,,,mud,,to create; bring forth; to become fat; ‘zittern; erstrecken; Blut’,,,,,,,,,,,,,mut; muṭ,mut (9); muṭ (1),,mud; mut; muṭ,mud; mut; muṭ,mut (121); mud (7); muṭ (6),mud; mut; muṭ,mut (17); mud (1); muṭ (1),mu₁₂; mut,mut (140); mu₁₂ (9)
,,,,,,12,3,12,1222E,𒈮, 𒈮,MUG,MUG,,,,,,mug,"""low quality wool"" (epsd)",typ. of tree(?), qû; mukku,,,,,,,,,,,,,,,mug; muk; muq; buk; puk,mug; muk; muq; puk,muk (32); muq (20); puk (4); mug (1),mug; muk; muq,muq (11); muk (10); mug (1),muk; muq,muq (4); muk (1)
,,,,,,10,129.1,247,,𒀯, 𒀯,|3×AN|,MUL,|3×AN|; mul,mul (8); |3×AN| (1),mul,mul (7),,mul; suhub2/zuhub2; (šuhub2 k),star; (suhub2): boots,star(s),,,,,,,,,,,mul,mul (1),mul,mul (1),,,mul,mul (45),mul,mul (24),,
,,,,,,15,95,168,,𒁵,𒁵 ,|DIM×ŠE|,MUN (DIM×ŠE),|DIM×ŠE|; gakkul₂; mun,mun (19); |DIM×ŠE| (8); gakkul₂ (4),,,,mun (dim+),salt,salt,ṭabtu,,,,,,,,,,,,,,,,mun,mun (32),mun,mun (11),mun,mun (4)
,,,,,,397,543,820,,𒍖, 𒈰,MUNSUB,MUNŠUB,munsub; MUNSUB,MUNSUB (2); munsub (1),,,,sumur3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,450,554,883,,𒊩, 𒊩,SAL,MUNUS,mi₂; munus; sal; SAL,sal (30); SAL (30); mi₂ (6); munus (3),mi₂; munus; sal; SAL,munus (29); sal (2); mi₂ (2); SAL (1),,galla4; min2/mim; munus; šal; (mi2 k); (munuš k); (sal),woman; female,,,,,,,,, MUNUS; SAL; MI2 - sinništum,woman; female,,raq; šal,raq (2); šal (1),mi₂; mim; sal; šal; SAL,šal (34); sal (7); mim (6); SAL (3); mi₂ (1),,,mam₂; mim; min₂; rag; rak; raq; sal; šal; SAL,šal (405); rak (201); mim (155); sal (91); mam₂ (59); raq (54); SAL (31); rag (17); min₂ (1),mam₂; mim; rak; raq; sal; šal; SAL,šal (349); mim (245); rak (36); sal (5); raq (4); SAL (3); mam₂ (2),mim; rag; rak; raq; sal; šal; SAL,raq (343); šal (342); mim (243); rag (39); rak (13); sal (3); SAL (1)
,,,,,,463,391,883,,𒌓𒄸, 𒊩𒄸,|SAL.HUB₂|,MUNUS.HUB2,,,,,,algameš2; eme5; nagalx/lagalx? [lagar3],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,242,565,901,,𒈱,𒈞,MURGU₂,MURGU2,,,,,,ĝur24 k; ĝuru2 k; (šeg12- k); [mur8]; [murgu2],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,207,337.1,542,,𒌘, 𒌘,MURUB₄,MURU2 (UD-g.),,,,,,murub4 [muru2],,,,,,,,,,,,,,,MURUB₄,MURUB₄ (2),,,MURUB₄,MURUB₄ (65),MURUB₄,MURUB₄ (191),muru₂; MURUB₄,muru₂ (7); MURUB₄ (2)
,,,,,,267,374,585,,𒈲,𒈲 ,MUŠ,MUŠ,muš; nirah; MUŠ,muš (35); MUŠ (3); nirah (1),muš,muš (3),,muš; nirah [nerah],snake,,,,,,,,, muš; ṣir (very rare; only in PNs with X-na-ṣir); SUDx - arākum,to be stretched; long,,MUŠ,MUŠ (5),muš; ṣir; MUŠ,muš (25); MUŠ (5); ṣir (2),,,mus; muš; ṣer; ṣir; MUŠ,ṣir (301); MUŠ (110); muš (101); ṣer (45); mus (22),mus; muš; ṣer; ṣir; MUŠ,ṣir (76); muš (13); MUŠ (4); mus (3); ṣer (1),muš; ṣir,muš (125); ṣir (55)
,,,,,,45,102,152,,𒈽, 𒈽,MUŠ₃@g,MUŠ2 (MUŠ3-g.),MUŠ₃@g,MUŠ₃@g (1),,,,muš2; suh; suku5; susbu2 (subix); (inana+k),,,,,,,,,,,,,,,,,,,suh; šuh,suh (37); šuh (4),suh,suh (5),,
,,,,,,44,103,153,,𒈹,𒈹 ,MUŠ₃,MUŠ3,inana; inanna; muš₃; MUŠ₃,MUŠ₃ (24); inanna (15); muš₃ (8); inana (6),inana,inana (13),,inana; muš3; se27; subi4; suh10; suku6; susbu4; (innin k); [inanna]; [sed6; še23; šed12]; [suba4/šuba4]; [sukud3],face; aspect,Inana,,,,,,,,,,,,,MUŠ₃,MUŠ₃ (1),,,MUŠ₃,MUŠ₃ (1),,,,
,,,,,,24,70,110,1223E,𒈾, 𒈾,NA,NA,na; NA,na (80); NA (9),na; NA,na (516); NA (1),,na,,man; incense; extispicy,awīlu; qutrīnu; mazzāzu,,,,,,, na,,,na,na (221),na; NA,na (5540); NA (12),,na,na; NA,na (13773); NA (252),na; NA,na (6426); NA (82),na,na (7932)
,,,,,,364,431,689,,𒈿, 𒈿,NA₂,NA2,na₂; nu₂; NA₂,na₂ (15); NA₂ (3); nu₂ (1),nu₂,nu₂ (8),,ĝešnu3; nu2; (na2 k); (nud?); [ĝišnax/ĝišnux]; [nad3],to lie down; to sleep,,,,,,,,,,,,,,NA₂,NA₂ (1),,,na₂; nu₂; NA₂,NA₂ (78); na₂ (1); nu₂ (1),na₂; nu₂; NA₂,NA₂ (6); na₂ (1); nu₂ (1),nu₂; NA₂,NA₂ (7); nu₂ (2)
